iter	RMSE
325	0.1632097261
326	0.1631736664
327	0.162927413
328	0.162775179
329	0.1625751238
330	0.1625322855
331	0.1624947303
332	0.1624484634
333	0.1624019686
334	0.1621538791
335	0.1621209013
336	0.1619169026
337	0.1616554747
338	0.161624609
339	0.1615933671
340	0.1615643953
341	0.1615336905
342	0.1614348353
343	0.1613681582
344	0.1611910786
345	0.1610014424
346	0.1607936615
347	0.1604384947
348	0.1603053136
349	0.1601041419
350	0.1597297115
351	0.1592965569
352	0.15906946
353	0.1590365309
354	0.1589053559
355	0.1586627999
356	0.1585344542
357	0.158233724
358	0.1581484407
359	0.1578587761
360	0.1578267243
361	0.1577856015
362	0.1577460505
363	0.1575206193
364	0.1574946203
365	0.1574666753
366	0.1574316537
367	0.1572344263
368	0.1569676119
369	0.1567825388
370	0.1567257612
371	0.1566984808
372	0.1565374174
373	0.1563371717
374	0.1562008566
375	0.1558699005
376	0.1558438734
377	0.1557546622
378	0.1556010515
379	0.1555745348
380	0.1555463245
381	0.155437413
382	0.155403957
383	0.1551082427
384	0.1549388546
385	0.1549131206
386	0.1547174551
387	0.1546927113
388	0.1544596476
389	0.1543217729
390	0.1542903189
391	0.1541165715
392	0.1540899462
393	0.1540614087
394	0.1539126068
395	0.1538890476
396	0.1538558989
397	0.1538326045
398	0.1535350142
399	0.1533003913
400	0.1530485805
401	0.1530254791
402	0.1529977547
403	0.1527319441
404	0.1525973763
405	0.1523586597
406	0.1522322827
407	0.1519932379
408	0.1519710713
409	0.151733097
410	0.1516026474
411	0.1514161833
412	0.1512923611
413	0.1512708145
414	0.1511533742
415	0.151131898
416	0.1510204773
417	0.1509241107
418	0.150889911
419	0.1506372919
420	0.1504777405
421	0.150324861
422	0.150303955
423	0.1502688683
424	0.1502480496
425	0.1502150421
426	0.1500291021
427	0.1498694769
428	0.1496355826
429	0.1493991468
430	0.1492257874
431	0.1490925148
432	0.1488976001
433	0.1487785487
434	0.1486830915
435	0.1486359505
436	0.1484843527
437	0.1484646033
438	0.1484452654
439	0.1483214803
440	0.1480471592
441	0.1478290171
442	0.1478101648
443	0.1476308201
444	0.1475507695
445	0.1475234453
446	0.1474970003
447	0.1473139873
448	0.1472577255
449	0.1471984627
450	0.1469533719
451	0.1468172572
452	0.1467854771
453	0.1467591758
454	0.1465077521
455	0.1464896932
456	0.1463197717
457	0.146211339
458	0.1460894521
459	0.1460701182
460	0.1460401664
461	0.1459621688
462	0.1458144572
463	0.1455914792
464	0.1453182096
465	0.1452411371
466	0.1450726917
467	0.1449627064
468	0.1447910734
469	0.1445105276
470	0.1443522478
471	0.1441933615
472	0.144174956
473	0.1441493459
474	0.1441249825
475	0.144097783
476	0.1439695716
477	0.1438539691
478	0.1436990166
479	0.1436336016
480	0.1434570983
481	0.1434393717
482	0.1434219724
483	0.1432000644
484	0.1431743702
485	0.1430368757
486	0.1428944184
487	0.1428744443
488	0.1427319986
489	0.1426250059
490	0.1424680891
491	0.1423238574
492	0.1422166119
493	0.1421356489
494	0.1420252918
495	0.1418092849
496	0.1416744629
497	0.1416351691
498	0.1415193093
499	0.1414281074
500	0.1412833159
501	0.1410939409
502	0.1409945237
503	0.1407930807
504	0.1407758422
505	0.1407478581
506	0.1405793903
507	0.1405576961
508	0.1404039895
509	0.1402366785
510	0.1402185808
511	0.1401480092
512	0.1400628203
513	0.1399437913
514	0.1397540687
515	0.1397374144
516	0.1396209694
517	0.1395847839
518	0.1395599373
519	0.1394802858
520	0.1394645327
521	0.1393452055
522	0.1392908116
523	0.1391649016
524	0.1390326877
525	0.1389221189
526	0.1387763943
527	0.1387523107
528	0.1386444178
529	0.1384636671
530	0.1382827328
531	0.1382685734
532	0.1382467376
533	0.1382310986
534	0.1382082148
535	0.1381166763
536	0.1380277258
537	0.1380113045
538	0.1378972899
539	0.1378045753
540	0.1377913599
541	0.1377127584
542	0.1376878399
543	0.1374966904
544	0.1374820271
545	0.1373434438
546	0.1373277586
547	0.1370759696
548	0.1370534422
549	0.1369268867
550	0.1367612516
551	0.1365848837
552	0.1364517665
553	0.1363648176
554	0.1363067588
555	0.1362238961
556	0.1360491909
557	0.1360339209
558	0.1359114296
559	0.1358981374
560	0.1357658481
561	0.13567354
562	0.1356604276
563	0.1356468292
564	0.1356349811
565	0.1355846051
566	0.1353880015
567	0.1352911449
568	0.135270719
569	0.135257942
570	0.1351718721
571	0.1351505522
572	0.1350375681
573	0.135019193
574	0.134897794
575	0.1348851347
576	0.1348494432
577	0.1347531721
578	0.1346279526
579	0.13450707
580	0.1343497941
581	0.1342807081
582	0.1341468741
583	0.1340281134
584	0.1339894253
585	0.1339770448
586	0.1339641592
587	0.1338512737
588	0.1337772336
589	0.1335512495
590	0.1333899425
591	0.1332248055
592	0.1332125381
593	0.1331923802
594	0.133178718
595	0.1330937937
596	0.1328477037
597	0.1328081111
598	0.132795573
599	0.1325900936
600	0.1324659918
601	0.1323596842
602	0.1323003285
603	0.1321067948
604	0.1320193687
605	0.1320086844
606	0.1318920292
607	0.1318708604
608	0.1318262013
609	0.1318069832
610	0.1317946203
611	0.1315706668
612	0.1315549016
613	0.131451319
614	0.1314052464
615	0.1313127677
616	0.131299453
617	0.1312873542
618	0.1312053085
619	0.1310140583
620	0.1309401915
621	0.1309282163
622	0.1307822072
623	0.130624471
624	0.1305141276
625	0.1304236652
626	0.1303029138
627	0.1302288451
628	0.1302103148
629	0.1301084407
630	0.1300834994
631	0.1300653661
632	0.1299781842
633	0.1299639132
634	0.1299116285
635	0.1296516404
636	0.1295630566
637	0.1294226261
638	0.1291450055
639	0.1290335875
640	0.1288458188
641	0.128805559
642	0.1286260297
643	0.1286140463
644	0.1284353245
645	0.1282002568
646	0.1280858838
647	0.1278971746
648	0.127885279
649	0.1277796362
650	0.1276594243
651	0.1275727857
652	0.1275553301
653	0.1274614889
654	0.1273290397
655	0.1272538305
656	0.1271680237
657	0.1270589044
658	0.1270004563
659	0.1269886163
660	0.1268590679
661	0.1267772981
662	0.1267657565
663	0.1266882591
664	0.1266333242
665	0.1265844394
666	0.1265467604
667	0.1264140382
668	0.1263596542
669	0.1263246968
670	0.1262470457
671	0.1261662132
672	0.1260515838
673	0.1260389511
674	0.1259368978
675	0.1259254205
676	0.1258817062
677	0.1258636567
678	0.1257769149
679	0.1256209293
680	0.1254893253
681	0.1254536646
682	0.1254413826
683	0.1253771208
684	0.1252752132
685	0.1252639758
686	0.1252468504
687	0.125174255
688	0.1250251803
689	0.1249670938
690	0.1249471558
691	0.1249360747
692	0.1248471328
693	0.1248258647
694	0.1248151531
695	0.1247534734
696	0.1246938608
697	0.1245876435
698	0.1245033604
699	0.1243748567
700	0.1243629381
701	0.1243051885
702	0.1242524294
703	0.124184816
704	0.1241740236
705	0.1241662443
706	0.1241332266
707	0.1240491313
708	0.1240397677
709	0.1239797797
710	0.1239358302
711	0.1238031904
712	0.1237698283
713	0.1237519965
714	0.1236581115
715	0.1236478844
716	0.1235610596
717	0.1234382032
718	0.1233991365
719	0.1233825208
720	0.1233087206
721	0.1232420653
722	0.1231494122
723	0.1230730505
724	0.1230577796
725	0.1228995624
726	0.1227595657
727	0.1227058053
728	0.1226325603
729	0.1225465245
730	0.1224592109
731	0.1224479558
732	0.1223395205
733	0.1222933741
734	0.1221845971
735	0.122087867
736	0.1220729445
737	0.1219383338
738	0.1218949644
739	0.1218746177
740	0.1218635671
741	0.1217418286
742	0.1217320346
743	0.1217212151
744	0.1215844054
745	0.1215093586
746	0.1214046996
747	0.1213544403
748	0.1212687229
749	0.1212539713
750	0.121154921
751	0.121043926
752	0.1210343344
753	0.1210249078
754	0.1209357497
755	0.1207570549
756	0.1206920459
757	0.1206199144
758	0.1206092881
759	0.1205404083
760	0.1205250618
761	0.1204608844
762	0.1204041628
763	0.1203242831
764	0.1203138939
765	0.1203035488
766	0.1202868318
767	0.1201553561
768	0.1201154489
769	0.1200045724
770	0.1198942771
771	0.1198671377
772	0.1198406424
773	0.1198114946
774	0.1198012961
775	0.1197561986
776	0.1197461997
777	0.1196940037
778	0.1196170602
779	0.1195794221
780	0.1195108852
781	0.1194674884
782	0.1194541698
783	0.119414079
784	0.1194051117
785	0.1193522215
786	0.1193014781
787	0.1192885738
788	0.1192798097
789	0.1191057886
790	0.1190014319
791	0.1189146192
792	0.1188150955
793	0.1187512962
794	0.1187426295
795	0.1187163515
796	0.1186212773
797	0.118575362
798	0.1185105873
799	0.1184357838
800	0.1184245169
801	0.1182278159
802	0.1182183936
803	0.1180740711
804	0.1180646209
805	0.1180545303
806	0.1180453824
807	0.1179556588
808	0.1179465549
809	0.1179375829
810	0.1179282199
811	0.1178662561
812	0.117835956
813	0.1177034884
814	0.1176951352
815	0.1176537626
816	0.1175188619
817	0.1174877553
818	0.1174754368
819	0.1173572414
820	0.1172384357
821	0.1172303166
822	0.1171564426
823	0.117052509
824	0.1170444352
825	0.1170073645
826	0.1169978303
827	0.1168601595
828	0.1167695581
829	0.1166591997
830	0.1165837063
831	0.1165581153
832	0.1165472852
833	0.1164920462
834	0.1164470504
835	0.1164009227
836	0.1163540663
837	0.1163108688
838	0.1163014768
839	0.1162609909
840	0.1162495851
841	0.11624209
842	0.116215803
843	0.1161570223
844	0.1160857663
845	0.1159139643
846	0.1158912279
847	0.1158518859
848	0.1157375254
849	0.115717754
850	0.1156064016
851	0.1155555316
852	0.1154008002
853	0.1152918872
854	0.1152629073
855	0.1152408523
856	0.1152324471
857	0.1151863656
858	0.1151734454
859	0.1151660303
860	0.1151571675
861	0.1150929082
862	0.1150856184
863	0.1149527777
864	0.114885646
865	0.1148775402
866	0.1148483661
867	0.114739384
868	0.1147313169
869	0.1146635858
870	0.1146331388
871	0.1145327595
872	0.1145121105
873	0.114505763
874	0.1144753481
875	0.1143374364
876	0.1143294953
877	0.1142729436
878	0.1142405686
879	0.1141940854
880	0.1141820647
881	0.1140677545
882	0.1140591616
883	0.1140513596
884	0.1139799979
885	0.113957244
886	0.1139165072
887	0.1138724891
888	0.113864397
889	0.113776538
890	0.1137688574
891	0.1136462113
892	0.113634895
893	0.11361321
894	0.1136066259
895	0.1135996309
896	0.1135930734
897	0.1135862415
898	0.1135372255
899	0.1134239986
900	0.1134139217
901	0.1134074617
902	0.1133640596
903	0.1133565794
904	0.1133331065
905	0.1133248515
906	0.1132970504
907	0.113290556
908	0.1132673058
909	0.1132405155
910	0.1132335755
911	0.1132229361
912	0.1131233444
913	0.1130248723
914	0.112941557
915	0.112900004
916	0.11276387
917	0.1126493163
918	0.1125627539
919	0.1125556393
920	0.1124486919
921	0.1124054275
922	0.112298109
923	0.1122698215
924	0.1121490597
925	0.1120585204
926	0.111959468
927	0.1118989371
928	0.1118131492
929	0.1117574655
930	0.1117508555
931	0.1116311883
932	0.1115775389
933	0.1115358985
934	0.1115290097
935	0.1115071483
936	0.1115013291
937	0.1114961906
938	0.1114833657
939	0.1114765906
940	0.1114704237
941	0.1114467247
942	0.1113688638
943	0.1111794483
944	0.1110977572
945	0.110984568
946	0.110930317
947	0.1108945711
948	0.1108715031
949	0.1108099691
950	0.1107167618
951	0.1106690058
952	0.1106624938
953	0.1105781274
954	0.1105253574
955	0.1103671592
956	0.1102321982
957	0.11015803
958	0.1101082177
959	0.1100992002
960	0.1100364025
961	0.1099966673
962	0.1099890459
963	0.1099256976
964	0.1099068951
965	0.1098629309
966	0.109854173
967	0.1098296391
968	0.1097857441
969	0.1097399437
970	0.1096724583
971	0.1096503842
972	0.1094703335
973	0.1094636268
974	0.1094568146
975	0.1094026243
976	0.1092253314
977	0.1092051327
978	0.1090945876
979	0.1090688647
980	0.1090258501
981	0.1090106155
982	0.1089873919
983	0.1089819068
984	0.1089762725
985	0.1088925129
986	0.1088844741
987	0.1088148048
988	0.1086297659
989	0.1086242397
990	0.1086172009
991	0.1085924991
992	0.1085240876
993	0.1084595085
994	0.1084073731
995	0.1083439131
996	0.1083248885
997	0.1083193757
998	0.1083135854
999	0.1082234023
